	Time
273	0.44701623916625977
274	0.38796210289001465
275	0.37311315536499023
276	0.36852335929870605
277	0.3876373767852783
278	0.39693331718444824
279	0.3809778690338135
280	0.3875720500946045
281	0.3620576858520508
282	0.3839731216430664
283	0.40392136573791504
284	0.41838932037353516
285	0.4538309574127197
286	0.41588854789733887
287	0.3852803707122803
288	0.3640408515930176
289	0.3740682601928711
290	0.40990447998046875
291	0.3829772472381592
292	0.4086265563964844
293	0.37200498580932617
294	0.38097500801086426
295	0.40143871307373047
296	0.42743968963623047
297	0.48470258712768555
298	0.42586207389831543
299	0.37688612937927246
300	0.30620336532592773
301	0.37100720405578613
302	0.4557838439941406
303	0.3905353546142578
304	0.38197851181030273
305	0.3949451446533203
306	0.3345482349395752
307	0.326127290725708
308	0.418393611907959
309	0.47871994972229004
310	0.43037891387939453
311	0.3740212917327881
312	0.3181724548339844
313	0.3759944438934326
314	0.3799760341644287
315	0.37052392959594727
316	0.3535652160644531
317	0.3869647979736328
318	0.39594435691833496
319	0.3767578601837158
320	0.4248940944671631
321	0.41788196563720703
322	0.4463164806365967
323	0.42902207374572754
324	0.3908543586730957
325	0.3799734115600586
326	0.36553287506103516
327	0.40093159675598145
328	0.36710047721862793
329	0.3789846897125244
330	0.37898826599121094
331	0.37001633644104004
332	0.38550448417663574
333	0.41289663314819336
334	0.4253709316253662
335	0.4313974380493164
336	0.39611196517944336
337	0.3964662551879883
338	0.3650221824645996
339	0.3919515609741211
340	0.38547801971435547
341	0.3705170154571533
342	0.37699127197265625
343	0.3565545082092285
344	0.3879227638244629
345	0.4059138298034668
346	0.400928258895874
347	0.4458138942718506
348	0.41927480697631836
349	0.3869619369506836
350	0.3794896602630615
351	0.36086440086364746
352	0.40192627906799316
353	0.37200164794921875
354	0.3829774856567383
355	0.3855276107788086
356	0.37898683547973633
357	0.38995838165283203
358	0.4013373851776123
359	0.4304044246673584
360	0.4478025436401367
361	0.40642333030700684
362	0.3889594078063965
363	0.36545634269714355
364	0.3839738368988037
365	0.4029269218444824
366	0.37074708938598633
367	0.3969380855560303
368	0.375995397567749
369	0.40068674087524414
370	0.43387317657470703
371	0.4398229122161865
372	0.4483153820037842
373	0.4168825149536133
374	0.39594125747680664
375	0.3700110912322998
376	0.3730020523071289
377	0.38619136810302734
378	0.37499475479125977
379	0.4118976593017578
380	0.3672811985015869
381	0.39147257804870605
382	0.4138932228088379
383	0.4373457431793213
384	0.4609518051147461
385	0.41289734840393066
386	0.39943695068359375
387	0.3796534538269043
388	0.38013124465942383
389	0.399930477142334
390	0.4193873405456543
391	0.41297459602355957
392	0.36753225326538086
393	0.395937442779541
394	0.4064319133758545
395	0.42999839782714844
396	0.45677924156188965
397	0.43483805656433105
398	0.40392041206359863
399	0.37100768089294434
400	0.40192580223083496
401	0.39246702194213867
402	0.3814849853515625
403	0.40742945671081543
404	0.3650233745574951
405	0.3695669174194336
406	0.41860365867614746
407	0.41438984870910645
408	0.47761988639831543
409	0.4180271625518799
410	0.3838646411895752
411	0.3715181350708008
412	0.3749969005584717
413	0.40941643714904785
414	0.37690019607543945
415	0.3826332092285156
416	0.38796162605285645
417	0.3520631790161133
418	0.32812070846557617
419	0.39847230911254883
420	0.4328429698944092
421	0.46526360511779785
422	0.379319429397583
423	0.3870236873626709
424	0.35505008697509766
425	0.31316280364990234
426	0.3884711265563965
427	0.34851813316345215
428	0.3211784362792969
429	0.38197803497314453
430	0.3500630855560303
431	0.3421149253845215
432	0.3450946807861328
433	0.40743422508239746
434	0.4089047908782959
435	0.35006284713745117
436	0.36168932914733887
437	0.39893150329589844
438	0.3331027030944824
439	0.3111684322357178
440	0.404921293258667
441	0.3400907516479492
442	0.3171522617340088
443	0.3779878616333008
444	0.3180420398712158
445	0.33310556411743164
446	0.36005258560180664
447	0.36254096031188965
448	0.39545416831970215
449	0.35405707359313965
450	0.3301124572753906
451	0.30817532539367676
452	0.31505441665649414
453	0.3211376667022705
454	0.35422205924987793
455	0.30219244956970215
456	0.3231351375579834
457	0.32213735580444336
458	0.3290572166442871
459	0.303602933883667
460	0.3470723628997803
461	0.36901259422302246
462	0.38297605514526367
463	0.38552021980285645
464	0.33998727798461914
465	0.307941198348999
466	0.31914639472961426
467	0.29920029640197754
468	0.3346371650695801
469	0.32663774490356445
470	0.31116652488708496
471	0.3141603469848633
472	0.3450772762298584
473	0.3038020133972168
474	0.3369436264038086
475	0.33509230613708496
476	0.37850236892700195
477	0.3829765319824219
478	0.40366506576538086
479	0.30211544036865234
480	0.34707164764404297
481	0.30518388748168945
482	0.34009766578674316
483	0.35617923736572266
484	0.3370978832244873
485	0.30817604064941406
486	0.3600351810455322
487	0.333773136138916
488	0.32809019088745117
489	0.35205841064453125
490	0.3819770812988281
491	0.365511417388916
492	0.40192461013793945
493	0.35503411293029785
494	0.3515763282775879
495	0.31982970237731934
496	0.3261227607727051
497	0.3321113586425781
498	0.3420865535736084
499	0.3126049041748047
500	0.34607410430908203
501	0.3361043930053711
502	0.3231325149536133
503	0.3312358856201172
504	0.40491580963134766
505	0.36900973320007324
506	0.42438173294067383
507	0.3732924461364746
508	0.34707188606262207
509	0.3251311779022217
510	0.35009026527404785
511	0.32763051986694336
512	0.3616628646850586
513	0.3211405277252197
514	0.36602163314819336
515	0.33123016357421875
516	0.34160327911376953
517	0.338115930557251
518	0.3909566402435303
519	0.3431065082550049
520	0.4029426574707031
521	0.34424757957458496
522	0.3570444583892822
523	0.3181490898132324
524	0.3306248188018799
525	0.3381035327911377
526	0.33967089653015137
527	0.29424095153808594
528	0.34906458854675293
529	0.3400897979736328
530	0.330718994140625
531	0.32514119148254395
532	0.36278510093688965
533	0.36606693267822266
534	0.4069244861602783
535	0.3585691452026367
536	0.35924482345581055
537	0.33610033988952637
538	0.3151559829711914
539	0.30773091316223145
540	0.35381269454956055
541	0.31618666648864746
542	0.3211095333099365
543	0.31017017364501953
544	0.3251676559448242
545	0.2902688980102539
546	0.3520634174346924
547	0.3430805206298828
548	0.40691423416137695
549	0.3798940181732178
550	0.3147132396697998
551	0.3889615535736084
552	0.33011746406555176
553	0.31138014793395996
554	0.32413387298583984
555	0.33709216117858887
556	0.3022117614746094
557	0.3620114326477051
558	0.35108494758605957
559	0.3087923526763916
560	0.3749959468841553
561	0.4138948917388916
562	0.43381428718566895
563	0.46623706817626953
564	0.40866851806640625
565	0.4045994281768799
566	0.3969392776489258
567	0.3969385623931885
568	0.39746928215026855
569	0.39363884925842285
570	0.40392303466796875
571	0.37699270248413086
572	0.40262389183044434
573	0.4643125534057617
574	0.47871994972229004
575	0.4623072147369385
576	0.4141509532928467
577	0.3914637565612793
578	0.39295005798339844
579	0.4263749122619629
580	0.3939642906188965
581	0.38497066497802734
582	0.3969385623931885
583	0.4080049991607666
584	0.3954746723175049
585	0.4278552532196045
586	0.4443199634552002
587	0.42848753929138184
588	0.3846008777618408
589	0.39095401763916016
590	0.3809804916381836
591	0.389965295791626
592	0.38698601722717285
593	0.386962890625
594	0.39893245697021484
595	0.3751091957092285
596	0.3819732666015625
597	0.452791690826416
598	0.44233202934265137
599	0.4642782211303711
600	0.40642666816711426
601	0.4079103469848633
602	0.37484049797058105
603	0.40143418312072754
604	0.39148640632629395
605	0.38497114181518555
606	0.39295005798339844
607	0.3760347366333008
608	0.40491366386413574
609	0.4168853759765625
610	0.4398481845855713
611	0.46576619148254395
612	0.4118993282318115
613	0.3989372253417969
614	0.39195895195007324
615	0.4016232490539551
616	0.41788244247436523
617	0.3964545726776123
618	0.44183993339538574
619	0.3899569511413574
620	0.40192317962646484
621	0.4279341697692871
622	0.45134997367858887
623	0.44309568405151367
624	0.4308500289916992
625	0.0009970664978027344
